"Mun US Noti MG","Semana 01","Semana 02","Semana 03","Semana 04","Semana 05","Semana 06","Semana 07","Semana 08","Semana 09","Semana 10","Semana 11","Semana 12","Semana 13","Semana 14","Semana 15","Semana 16","Semana 17","Semana 18","Semana 19","Semana 20","Semana 21","Semana 22","Semana 23","Semana 24","Semana 25","Semana 26","Semana 27","Semana 28","Semana 29","Semana 30","Semana 31","Semana 32","Semana 33","Semana 34","Semana 35","Semana 36","Semana 37","Semana 38","Semana 39","Semana 40","Semana 41","Semana 42","Total"
"315290 Pratápolis",0,0,2,3,4,7,5,10,4,3,0,4,2,3,2,4,3,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,67
"315300 Pratinha",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"315310 Presidente Bernardes",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,3,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18
"315320 Presidente Juscelino",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"315330 Presidente Kubitschek",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"315340 Presidente Olegário",0,0,0,0,3,1,2,4,0,0,0,1,3,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
"315360 Prudente de Morais",1,0,0,0,1,0,0,0,1,1,1,10,10,4,2,2,2,6,2,8,1,4,2,0,1,2,1,1,1,3,1,0,0,0,0,0,2,1,1,0,0,0,72
"315370 Quartel Geral",0,0,0,0,5,0,3,4,7,5,4,2,2,4,4,3,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"315380 Queluzita",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"315390 Raposos",2,1,2,6,1,2,2,9,14,12,14,10,11,12,15,7,8,16,14,2,0,2,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,169
"315400 Raul Soares",1,2,2,1,4,1,8,7,4,6,6,4,3,5,2,0,7,7,8,18,18,16,6,5,5,0,3,5,0,0,2,1,1,0,2,2,1,0,2,1,2,1,169
"315410 Recreio",0,0,0,0,0,0,0,1,5,0,0,4,21,31,30,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,112
"315415 Reduto",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,12
"315420 Resende Costa",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"315430 Resplendor",0,0,0,0,0,0,1,1,0,1,0,2,2,3,1,0,0,1,3,0,1,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,23
"315440 Ressaquinha",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"315445 Riachinho",0,0,0,1,0,0,0,2,1,0,0,2,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13
"315450 Riacho dos Machados",1,1,2,14,9,4,10,8,4,1,1,0,6,2,0,0,3,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
"315460 Ribeirão das Neves",2,4,5,6,7,10,8,14,5,9,10,15,8,7,7,6,7,4,5,3,6,1,1,4,13,39,31,17,35,21,23,29,20,17,22,33,47,55,41,36,34,35,702
"315470 Ribeirão Vermelho",0,0,3,2,5,7,17,12,26,18,7,21,15,6,3,5,14,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
"315480 Rio Acima",0,5,4,2,7,3,2,3,3,2,1,2,2,2,2,3,1,7,3,2,3,5,2,5,0,1,1,2,0,1,0,1,0,0,0,0,2,8,2,2,2,0,93
"315490 Rio Casca",0,1,8,15,7,12,19,58,26,21,36,40,34,19,30,12,13,21,16,9,7,5,5,2,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,426
"315510 Rio do Prado",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"315500 Rio Doce",0,0,0,2,4,7,8,6,4,3,19,21,4,1,12,0,10,7,4,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123
"315520 Rio Espera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315530 Rio Manso",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
"315540 Rio Novo",1,0,1,1,0,2,1,3,5,1,0,2,0,3,3,9,11,13,18,6,2,2,3,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,3,0,98
"315550 Rio Paranaíba",0,0,0,2,1,2,3,1,1,9,4,0,3,3,1,1,1,4,2,3,6,2,1,1,1,1,0,2,1,1,1,1,1,0,0,0,3,1,1,1,1,0,67
"315560 Rio Pardo de Minas",1,0,0,1,0,2,7,2,6,2,4,6,7,17,8,4,4,1,3,5,4,6,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
"315570 Rio Piracicaba",2,9,3,8,16,13,14,8,5,7,1,6,5,4,3,7,15,12,11,2,3,2,2,1,0,2,2,6,1,1,1,0,0,0,0,0,2,2,2,1,0,0,179
"315580 Rio Pomba",0,2,0,6,1,4,8,41,51,12,24,21,18,13,15,6,2,5,13,17,21,7,7,11,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,311
"315590 Rio Preto",0,0,1,0,0,0,0,1,1,0,0,0,3,10,4,0,0,4,4,1,0,0,0,2,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"315600 Rio Vermelho",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"315610 Ritápolis",0,0,0,0,0,0,0,1,0,0,4,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
"315620 Rochedo de Minas",0,0,0,0,0,0,6,2,1,0,0,0,0,2,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20
"315630 Rodeiro",0,1,6,5,4,5,23,22,4,9,20,15,8,10,24,10,14,8,9,1,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,204
"315640 Romaria",0,0,0,0,0,0,0,1,0,1,2,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"315645 Rosário da Limeira",0,0,0,0,0,0,3,5,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"315650 Rubelita",0,0,0,2,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"315660 Rubim",0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"315670 Sabará",14,44,34,35,51,54,55,82,73,60,62,57,80,53,65,44,43,43,37,30,19,22,19,12,14,4,5,6,10,4,7,8,6,3,6,9,13,18,36,23,1,4,1265
"315680 Sabinópolis",0,1,1,4,0,0,0,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"315690 Sacramento",1,1,1,1,4,6,11,10,12,13,20,20,11,19,9,5,12,11,13,12,7,3,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2,2,2,3,2,220
"315700 Salinas",0,1,3,1,0,2,1,2,0,3,0,0,1,2,0,0,1,10,26,38,27,1,5,1,2,0,8,8,17,5,2,4,4,5,3,0,4,0,0,12,14,0,213
"315710 Salto da Divisa",0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
"315720 Santa Bárbara",0,0,0,3,0,2,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,18
"315725 Santa Bárbara do Leste",0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"315727 Santa Bárbara do Monte Verde",0,0,0,1,1,0,0,0,1,2,0,2,0,1,1,3,1,1,3,1,5,0,5,1,2,0,1,0,0,0,0,0,1,2,0,0,0,1,2,2,0,0,40
"315730 Santa Bárbara do Tugúrio",0,0,0,0,0,1,0,0,4,6,12,23,9,13,17,12,1,2,0,1,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
"315733 Santa Cruz de Minas",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"315737 Santa Cruz de Salinas",0,0,0,1,0,0,0,0,0,0,3,1,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"315740 Santa Cruz do Escalvado",0,0,0,3,0,3,1,3,1,2,3,8,4,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"315750 Santa Efigênia de Minas",0,0,0,0,0,0,0,0,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"315760 Santa Fé de Minas",0,0,0,0,3,1,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"315765 Santa Helena de Minas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
"315770 Santa Juliana",0,1,3,0,0,2,2,2,7,1,1,3,5,4,2,5,4,3,4,9,9,3,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
"315780 Santa Luzia",2,7,23,9,8,28,17,11,11,9,15,6,12,16,9,18,7,7,19,11,5,3,5,4,5,3,3,1,2,4,5,1,1,3,3,4,3,9,14,4,6,1,334
"315790 Santa Margarida",0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
"315800 Santa Maria de Itabira",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5
"315810 Santa Maria do Salto",1,3,3,6,6,14,11,10,11,1,2,3,4,3,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
"315820 Santa Maria do Suaçuí",0,0,0,1,3,4,1,0,2,1,8,11,15,9,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67
"315920 Santa Rita de Caldas",0,0,0,0,0,7,2,1,6,0,3,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"315930 Santa Rita de Jacutinga",2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"315935 Santa Rita de Minas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315940 Santa Rita do Ibitipoca",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"315950 Santa Rita do Itueto",0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
"315960 Santa Rita do Sapucaí",8,12,3,10,4,5,12,21,18,9,21,25,48,65,52,63,64,73,71,36,38,46,24,19,11,8,8,1,6,5,3,0,0,3,1,0,0,8,9,16,10,1,837
"315970 Santa Rosa da Serra",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"315980 Santa Vitória",1,2,2,3,4,3,3,9,10,7,15,14,23,15,29,9,16,9,8,10,12,9,5,4,4,2,2,0,0,0,0,2,0,1,1,1,0,0,0,1,1,0,237
"315830 Santana da Vargem",1,1,0,0,1,0,0,2,1,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,20
"315840 Santana de Cataguases",0,2,1,1,0,0,0,0,0,0,0,4,14,17,20,23,10,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
"315850 Santana de Pirapama",0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
"315860 Santana do Deserto",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,8,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,33
"315870 Santana do Garambéu",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"315880 Santana do Jacaré",0,0,0,0,3,1,2,3,3,3,8,8,14,12,5,2,15,11,16,6,5,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,124
"315890 Santana do Manhuaçu",0,0,0,0,0,0,6,1,2,1,3,0,0,2,0,1,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"315895 Santana do Paraíso",0,4,1,9,13,7,5,6,3,0,4,3,3,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,1,0,0,0,75
"315900 Santana do Riacho",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"315910 Santana dos Montes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315990 Santo Antônio do Amparo",0,0,0,1,0,0,0,0,1,0,1,1,3,0,0,1,2,1,0,1,0,2,0,0,0,0,0,0,3,3,0,1,4,1,3,3,1,0,0,2,1,0,36
"316000 Santo Antônio do Aventureiro",0,0,1,0,4,7,4,4,8,4,2,10,11,6,2,3,6,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81
"316010 Santo Antônio do Grama",0,0,0,0,0,1,2,0,0,0,1,4,0,5,1,2,1,4,1,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"316020 Santo Antônio do Itambé",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316030 Santo Antônio do Jacinto",0,0,3,13,13,10,9,9,2,0,4,23,14,14,12,3,1,6,3,2,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146
"316040 Santo Antônio do Monte",0,0,0,1,1,0,2,2,1,0,0,2,0,7,1,2,1,0,0,1,0,0,0,0,1,1,2,1,0,0,1,0,0,1,1,0,0,1,0,1,0,2,33
"316045 Santo Antônio do Retiro",0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"316050 Santo Antônio do Rio Abaixo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316060 Santo Hipólito",1,2,1,1,1,2,1,2,0,0,1,1,0,1,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"316070 Santos Dumont",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"316080 São Bento Abade",0,0,0,0,0,0,0,0,2,0,1,6,0,2,0,3,0,3,0,1,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"316090 São Brás do Suaçuí",1,1,0,2,5,0,0,3,3,3,0,1,4,0,4,1,1,3,4,6,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,53
"316095 São Domingos das Dores",0,0,0,1,2,0,0,0,1,1,5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
"316100 São Domingos do Prata",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316105 São Félix de Minas",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316110 São Francisco",4,6,8,6,8,13,18,22,24,16,10,5,8,11,15,8,4,3,1,2,2,2,2,2,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,207
"316120 São Francisco de Paula",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"316130 São Francisco de Sales",4,11,11,10,17,19,19,22,17,20,6,16,15,2,3,5,4,3,7,4,7,0,4,2,3,0,0,2,1,2,0,0,2,2,2,2,0,2,3,2,1,0,252
"316140 São Francisco do Glória",0,2,6,6,5,15,36,28,23,23,17,21,21,16,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228
"316150 São Geraldo",1,1,3,10,24,40,40,47,32,18,19,23,9,10,18,5,31,45,12,12,13,8,8,3,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,441
"316160 São Geraldo da Piedade",0,0,0,0,2,4,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"316165 São Geraldo do Baixio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316170 São Gonçalo do Abaeté",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"316180 São Gonçalo do Pará",0,0,0,0,0,0,4,20,16,6,1,5,2,3,2,1,4,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,6,81
"316190 São Gonçalo do Rio Abaixo",0,1,1,2,0,3,3,1,5,2,3,2,2,2,3,3,3,2,2,1,7,3,1,0,2,0,0,1,0,3,1,0,1,1,0,0,0,1,1,0,1,0,64
"312550 São Gonçalo do Rio Preto",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316200 São Gonçalo do Sapucaí",0,0,0,0,0,0,0,0,1,1,1,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13
"316210 São Gotardo",1,0,0,1,1,2,1,0,2,1,5,4,0,6,5,12,7,19,13,19,13,6,5,3,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,133
"316220 São João Batista do Glória",1,6,1,5,6,6,8,1,3,2,1,2,3,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"316225 São João da Lagoa",0,0,4,2,7,2,3,1,2,2,1,1,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,38
"316230 São João da Mata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316240 São João da Ponte",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,12,2,0,0,0,0,1,4,2,1,1,0,1,0,1,4,0,36
"316245 São João das Missões",0,0,3,0,1,1,1,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"316250 São João del Rei",0,0,2,2,2,4,0,1,3,3,6,2,3,3,3,3,6,8,2,5,3,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,71
"316255 São João do Manhuaçu",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,7
"316257 São João do Manteninha",0,0,0,0,0,0,0,1,0,1,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"316260 São João do Oriente",2,5,1,2,6,2,4,3,1,0,2,0,1,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40
"316265 São João do Pacuí",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316270 São João do Paraíso",0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,1,3,1,1,4,3,0,1,0,0,3,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,28
"316280 São João Evangelista",0,0,0,0,0,0,4,1,0,0,3,5,11,2,2,0,1,3,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"316290 São João Nepomuceno",1,3,5,12,25,34,38,76,65,36,57,88,65,48,26,56,36,51,35,33,30,25,13,17,7,4,2,1,5,1,2,1,0,1,1,0,0,3,4,3,1,1,912
"316292 São Joaquim de Bicas",2,0,1,0,1,0,0,2,1,0,22,14,11,3,27,9,3,11,14,8,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,135
"316294 São José da Barra",0,2,1,3,3,5,4,0,3,3,4,2,0,0,1,1,1,1,3,1,0,6,1,0,0,1,0,0,0,1,0,0,0,0,2,2,2,0,0,0,1,0,54
"316295 São José da Lapa",1,0,0,4,2,2,1,2,2,0,1,0,0,3,6,1,0,6,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,5,1,1,51
"316300 São José da Safira",0,1,0,4,4,0,0,0,0,0,0,3,2,17,3,5,1,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"316310 São José da Varginha",0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11
"316320 São José do Alegre",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"316330 São José do Divino",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316340 São José do Goiabal",0,1,0,0,0,3,0,9,6,1,3,1,4,4,5,7,10,11,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
"316350 São José do Jacuri",0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8
"316360 São José do Mantimento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316370 São Lourenço",1,3,0,2,3,0,1,1,2,0,1,1,3,0,2,3,1,1,2,3,4,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,5,1,54
"316380 São Miguel do Anta",0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"316390 São Pedro da União",0,1,2,1,1,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"316410 São Pedro do Suaçuí",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316400 São Pedro dos Ferros",0,0,4,0,2,4,4,2,1,1,3,1,4,4,1,0,4,0,3,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,47
"316420 São Romão",0,0,0,0,2,1,10,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"316430 São Roque de Minas",1,2,3,1,0,2,0,4,0,1,5,2,4,2,4,3,0,0,8,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
